1,27-07-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
2,28-07-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
3,29-07-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
4,30-07-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
5,31-07-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
6,01-08-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
7,02-08-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
8,03-08-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
9,04-08-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
10,05-08-2004 11:20,2.424074,52.73437,52.47396,46.61458206,641.8981,73.20534,13.62847,16.70284,16.02286,15.30671,41.93734,51.9813,36.51627,1.346825,421.2421,,463.1712,462.7733,2.551897,666.5205,399.3625,882.0287,500.134,949.2331,630.0897,746.218,851.8265,439.9942,812.9426,695.2404,637.5,885.9374,740.1686,566.6611,161.1013,327.2372,621.5047,142.5384,52.34375,36.19791,82.55208,38.02083,39.0625,49.47916,45.13889,53.24074,54.97685,46.00694,213.831,70.8912,241.3194,234.9537,NORMAL
